companyNumber,companyName,sicCodes,companyType,cashInBank,financialYearEnd,dateOfIncorporation,ageOfCompany,location,country,postcode,streetAddress
12808451,SST (NW) LTD,['43290'],ltd, 1650, '2021-08-31',2020-08-12,3,Southport,England,PR8 6NA,20 Everard Road
08529759,WILPSHIRE MEDICAL SERVICES LIMITED,['86210'],ltd,None,'2023-03-31',2013-05-15,10,Southport,England,PR9 9LY,C/O Forshaws Accountants Limited Crossens Way Business Park
08529759,WILPSHIRE MEDICAL SERVICES LIMITED,['86210'],ltd, 16840, '2022-03-31',2013-05-15,10,Southport,England,PR9 9LY,C/O Forshaws Accountants Limited Crossens Way Business Park
06485511,LOW LANE (HORSFORTH) MANAGEMENT COMPANY LIMITED,['68320'],ltd,None,'2023-03-31',2008-01-28,15,Southport,England,PR8 4PW,302b Liverpool Road
06485511,LOW LANE (HORSFORTH) MANAGEMENT COMPANY LIMITED,['68320'],ltd, 499, '2022-03-31',2008-01-28,15,Southport,England,PR8 4PW,302b Liverpool Road
10921429,SESOM PROPERTIES LTD,"['68100', '68209', '68320']",ltd,684,'2023-03-31',2017-08-17,6,Southport,England,PR8 4RF,4a Blundell Crescent
10921429,SESOM PROPERTIES LTD,"['68100', '68209', '68320']",ltd, 690, '2022-03-31',2017-08-17,6,Southport,England,PR8 4RF,4a Blundell Crescent
12115409,OLD-SCHOOL-TOOLS LTD,['47799'],ltd,10516,'2022-07-31',2019-07-22,4,Southport,England,PR8 3BH,636 Liverpool Road
12115409,OLD-SCHOOL-TOOLS LTD,['47799'],ltd, 8517, '2021-07-31',2019-07-22,4,Southport,England,PR8 3BH,636 Liverpool Road
12811573,HOT TUBZ R US LTD,['47990'],ltd,1,'2021-08-31',2020-08-13,3,Southport,England,PR8 1ER,14 Yellow House Lane
12811573,HOT TUBZ R US LTD,['47990'],ltd, None, 'None',2020-08-13,3,Southport,England,PR8 1ER,14 Yellow House Lane
05300765,RUPERT BLUNDELL ASSOCIATES LIMITED,['62020'],ltd,None,'2022-11-30',2004-11-30,19,Southport,England,PR9 7NG,6-8 Botanic Road
05300765,RUPERT BLUNDELL ASSOCIATES LIMITED,['62020'],ltd, None, '2021-11-30',2004-11-30,19,Southport,England,PR9 7NG,6-8 Botanic Road
10406032,ROISIN MAGUIRE ASSOCIATES LIMITED,['85600'],ltd,None,'2022-12-31',2016-10-01,7,Southport,England,PR8 6LE,24 Balfour Road
10406032,ROISIN MAGUIRE ASSOCIATES LIMITED,['85600'],ltd, None, '2021-12-31',2016-10-01,7,Southport,England,PR8 6LE,24 Balfour Road
13451078,IMMERSIVE MEDICAL LTD,['72190'],ltd,37956,'2022-06-30',2021-06-10,2,Southport,England,PR8 5AB,Office 7 37-39 Shakespeare Street
13451078,IMMERSIVE MEDICAL LTD,['72190'],ltd, None, 'None',2021-06-10,2,Southport,England,PR8 5AB,Office 7 37-39 Shakespeare Street
13063148,NICHOLLS AND BARNES LIMITED,['82990'],ltd,None,'2022-12-31',2020-12-04,3,Southport,England,PR9 0US,18 Post Office Avenue
13063148,NICHOLLS AND BARNES LIMITED,['82990'],ltd, 543, '2021-12-31',2020-12-04,3,Southport,England,PR9 0US,18 Post Office Avenue
11483573,PANCINO LTD,['69109'],ltd,123,'2022-07-31',2018-07-25,5,Southport,England,PR8 1DQ,Williams & Co Accountants
11483573,PANCINO LTD,['69109'],ltd, 198, '2021-07-31',2018-07-25,5,Southport,England,PR8 1DQ,Williams & Co Accountants
12822978,LEDSON HOUSING LIMITED,['68209'],ltd,6081,'2022-08-31',2020-08-19,3,Southport,England,PR9 0PG,55 Hoghton Street
12822978,LEDSON HOUSING LIMITED,['68209'],ltd, 7102, '2021-08-31',2020-08-19,3,Southport,England,PR9 0PG,55 Hoghton Street
12167962,FARRINGTON LAW LIMITED,['69102'],ltd,51692,'2022-08-31',2019-08-21,4,Southport,England,PR9 7NG,32 Botanic Road
12167962,FARRINGTON LAW LIMITED,['69102'],ltd, 30478, '2021-08-31',2019-08-21,4,Southport,England,PR9 7NG,32 Botanic Road
06848979,ACF CONTRACTORS LIMITED,['43290'],ltd,None,'None',2009-03-17,14,Southport,England,PR9 9JP,Flat 5 23 Park Road
06848979,ACF CONTRACTORS LIMITED,['43290'],ltd, None,'None',2009-03-17,14,Southport,England,PR9 9JP,Flat 5 23 Park Road
10925951,WANDERLUST GLOBAL LTD,['73120'],ltd,8055,'2022-08-31',2017-08-21,6,Southport,England,PR8 4PH,209 Liverpool Road
10925951,WANDERLUST GLOBAL LTD,['73120'],ltd, 17755, '2021-08-31',2017-08-21,6,Southport,England,PR8 4PH,209 Liverpool Road
12153447,FACILIT8 STORAGE LTD,['68209'],ltd,2,'2022-05-31',2019-08-13,4,Southport,England,PR9 0PG,55 Hoghton Street
12153447,FACILIT8 STORAGE LTD,['68209'],ltd, 1998, '2021-05-31',2019-08-13,4,Southport,England,PR9 0PG,55 Hoghton Street
08148288,PENTRE COED MANAGEMENT COMPANY LIMITED,['68320'],ltd,None,'2022-07-31',2012-07-18,11,Southport,England,PR8 5AB,Office 7 37-39 Shakespeare Street
08148288,PENTRE COED MANAGEMENT COMPANY LIMITED,['68320'],ltd, 2344, '2021-07-31',2012-07-18,11,Southport,England,PR8 5AB,Office 7 37-39 Shakespeare Street
12300439,PP PROPERTIES LIVERPOOL LTD,['68209'],ltd,None,'2022-11-30',2019-11-06,4,Southport,England,PR8 3TU,18 Kendal Way
12300439,PP PROPERTIES LIVERPOOL LTD,['68209'],ltd, 968, '2021-11-30',2019-11-06,4,Southport,England,PR8 3TU,18 Kendal Way
14288129,BARBER EQUIPMENT LTD,['47990'],ltd,None,'None',2022-08-10,1,Southport,England,PR9 7NZ,17 The Grange
14288129,BARBER EQUIPMENT LTD,['47990'],ltd, None, 'None',2022-08-10,1,Southport,England,PR9 7NZ,17 The Grange
03426043,BRADSHAW COURT FLAT MANAGEMENT COMPANY (SOUTHPORT) LIMITED,['98000'],ltd,6,'2022-08-31',1997-08-28,26,Southport,England,PR9 0NS,Anthony James   35-37 Hoghton Street
03426043,BRADSHAW COURT FLAT MANAGEMENT COMPANY (SOUTHPORT) LIMITED,['98000'],ltd, 6, '2021-08-31',1997-08-28,26,Southport,England,PR9 0NS,Anthony James   35-37 Hoghton Street
09717137,INTRASEIS LTD,['71122'],ltd,69804,'2022-08-31',2015-08-04,8,Southport,England,PR8 3HW,46 Station Road
09717137,INTRASEIS LTD,['71122'],ltd, 96832, '2021-08-31',2015-08-04,8,Southport,England,PR8 3HW,46 Station Road
12808983,WMFP LIMITED,"['66190', '66220']",ltd,None,'2022-08-31',2020-08-12,3,Southport,England,PR9 7NP,1a Blundells Lane
12808983,WMFP LIMITED,"['66190', '66220']",ltd, None, '2021-08-31',2020-08-12,3,Southport,England,PR9 7NP,1a Blundells Lane
12102957,BRADLEY ELECTRICAL CONTRACTING LTD,['43210'],ltd,2388,'2022-08-31',2019-07-15,4,Southport,England,PR9 9RN,2a Bakers Lane
12102957,BRADLEY ELECTRICAL CONTRACTING LTD,['43210'],ltd, 671, '2021-08-31',2019-07-15,4,Southport,England,PR9 9RN,2a Bakers Lane
14311730,TOP FADE NICE BARBER LTD,['96020'],ltd,None,'None',2022-08-22,1,Southport,England,PR9 7DF,82 Bispham Road
14311730,TOP FADE NICE BARBER LTD,['96020'],ltd, None, 'None',2022-08-22,1,Southport,England,PR9 7DF,82 Bispham Road
08155806,FINERFILTERS LIMITED,['82990'],ltd,None,'2022-07-31',2012-07-25,11,Southport,England,PR9 7SA,Unit 21 A K Business Park
08155806,FINERFILTERS LIMITED,['82990'],ltd, 336049, '2021-07-31',2012-07-25,11,Southport,England,PR9 7SA,Unit 21 A K Business Park
12971822,JDR PLUMBING AND HEATING LTD,['43220'],ltd,None,'2022-09-30',2020-10-23,3,Southport,England,PR8 4NT,131 Liverpool Road
12971822,JDR PLUMBING AND HEATING LTD,['43220'],ltd, 4954, '2021-10-31',2020-10-23,3,Southport,England,PR8 4NT,131 Liverpool Road
09802994,MERSEY CONTROL SYSTEM LIMITED,['71129'],ltd,None,'2022-10-31',2015-10-01,8,Southport,England,PR8 3AU,155 Waterloo Road
09802994,MERSEY CONTROL SYSTEM LIMITED,['71129'],ltd, 85692, '2021-10-31',2015-10-01,8,Southport,England,PR8 3AU,155 Waterloo Road
11772858,MARMARIS SOUTHPORT LTD,['56103'],ltd,100,'2020-01-31',2019-01-17,4,Southport,England,PR8 6TH,167 Eastbank Street
11772858,MARMARIS SOUTHPORT LTD,['56103'],ltd, None, 'None',2019-01-17,4,Southport,England,PR8 6TH,167 Eastbank Street
12275166,FIRST CHOICE LOFT CONVERSIONS LTD,['41202'],ltd,None,'2022-10-31',2019-10-22,4,Southport,England,PR9 9XB,10 Garstang Road
12275166,FIRST CHOICE LOFT CONVERSIONS LTD,['41202'],ltd, 11627, '2021-10-31',2019-10-22,4,Southport,England,PR9 9XB,10 Garstang Road
12783409,THE 79TH GRP LIMITED,['96090'],ltd,None,'2022-12-31',2020-07-31,3,Southport,England,PR8 4HQ,Southport Business Park
12783409,THE 79TH GRP LIMITED,['96090'],ltd, 4847, '2021-07-31',2020-07-31,3,Southport,England,PR8 4HQ,Southport Business Park
11489676,BRITANNIA TELECOMS LTD,['47429'],ltd,None,'2022-07-31',2018-07-30,5,Southport,England,PR8 5EF,Unit 1 George Business Park
11489676,BRITANNIA TELECOMS LTD,['47429'],ltd, 459, '2021-07-31',2018-07-30,5,Southport,England,PR8 5EF,Unit 1 George Business Park
10198577,TURKISH DELIGHT TAKEAWAY LIMITED,['56103'],ltd,4507,'2022-05-31',2016-05-25,7,Southport,England,PR8 3HW,46 Station Road Ainsdale
10198577,TURKISH DELIGHT TAKEAWAY LIMITED,['56103'],ltd, 15666, '2021-05-31',2016-05-25,7,Southport,England,PR8 3HW,46 Station Road Ainsdale
08622957,GINGER T AUDIO LTD,['59200'],ltd,432,'2022-07-31',2013-07-24,10,Southport,England,PR8 4RB,39 Kirklees Road
08622957,GINGER T AUDIO LTD,['59200'],ltd, 3123, '2021-07-31',2013-07-24,10,Southport,England,PR8 4RB,39 Kirklees Road
14252310,LLOYD BROTHERS LTD,['43390'],ltd,None,'None',2022-07-24,1,Southport,England,PR9 0NE,69a Avondale Road North
14252310,LLOYD BROTHERS LTD,['43390'],ltd, None, 'None',2022-07-24,1,Southport,England,PR9 0NE,69a Avondale Road North
08015904,HOULGRAVE INVESTMENTS LIMITED,['72110'],ltd,16445,'2022-03-25',2012-04-02,11,Southport,England,PR8 4BH,1a Clarence Road
08015904,HOULGRAVE INVESTMENTS LIMITED,['72110'],ltd, 21874, '2021-03-25',2012-04-02,11,Southport,England,PR8 4BH,1a Clarence Road
14252531,BUILDING SERVICES RADU LIMITED,['41202'],ltd,None,'None',2022-07-25,1,Southport,England,PR9 0DY,56 Promenade
14252531,BUILDING SERVICES RADU LIMITED,['41202'],ltd, None, 'None',2022-07-25,1,Southport,England,PR9 0DY,56 Promenade
12728929,IHN LIVING LTD,['47910'],ltd,None,'2022-07-31',2020-07-08,3,Southport,England,PR8 5EF,57 Cemetery Road
12728929,IHN LIVING LTD,['47910'],ltd, 31022, '2021-07-31',2020-07-08,3,Southport,England,PR8 5EF,57 Cemetery Road
14243571,L55 GROUP LTD,['55100'],ltd,None,'None',2022-07-19,1,Southport,England,PR9 0DU,10 Victoria St
14243571,L55 GROUP LTD,['55100'],ltd, None, 'None',2022-07-19,1,Southport,England,PR9 0DU,10 Victoria St
05435493,CLARIAN UK LTD,['46690'],ltd,857197,'2022-10-31',2005-04-26,18,Southport,England,PR9 0UE,1st Floor  8-12 London Street
05435493,CLARIAN UK LTD,['46690'],ltd, 556806, '2021-10-31',2005-04-26,18,Southport,England,PR9 0UE,1st Floor  8-12 London Street
01762855,GLADEBROOK RESIDENTS ASSOCIATION LIMITED,['98000'],ltd,None,'2023-01-31',1983-10-20,40,Southport,England,PR9 0NS,19 Hoghton Street
01762855,GLADEBROOK RESIDENTS ASSOCIATION LIMITED,['98000'],ltd, None, '2022-01-31',1983-10-20,40,Southport,England,PR9 0NS,19 Hoghton Street
12118834,THE HANLON GROUP LTD,['86900'],ltd,1869,'2022-07-31',2019-07-24,4,Southport,England,PR8 6PD,57 Pilkington Road
12118834,THE HANLON GROUP LTD,['86900'],ltd, 7460, '2021-07-31',2019-07-24,4,Southport,England,PR8 6PD,57 Pilkington Road
09414497,22A PORTLAND STREET RTM COMPANY LIMITED,['98000'],private-limited-guarant-nsc,None,'2022-12-31',2015-01-30,8,Southport,England,PR9 0NS,35-37 Hoghton Street
09414497,22A PORTLAND STREET RTM COMPANY LIMITED,['98000'],private-limited-guarant-nsc, None, '2021-12-31',2015-01-30,8,Southport,England,PR9 0NS,35-37 Hoghton Street
12777700,COLLEGE ROAD LEISURE LIMITED,['56302'],ltd,5487,'2022-07-31',2020-07-29,3,Southport,England,PR8 3NA,668 Liverpool Road
12777700,COLLEGE ROAD LEISURE LIMITED,['56302'],ltd, 25078, '2021-07-31',2020-07-29,3,Southport,England,PR8 3NA,668 Liverpool Road
OC412952,NEKHBET CONSULTING LLP,['None'],llp,None,'2022-07-31',2016-07-25,7,Southport,England,PR9 9HN,29a Queens Road
OC412952,NEKHBET CONSULTING LLP,['None'],llp, None, '2021-07-31',2016-07-25,7,Southport,England,PR9 9HN,29a Queens Road
08853263,SCHULTZ MEDICAL (UK) LTD,['32500'],ltd,None,'2022-07-31',2014-01-20,9,Southport,England,PR9 7RL,Unit 6 Commerce Park
08853263,SCHULTZ MEDICAL (UK) LTD,['32500'],ltd, None, '2021-07-31',2014-01-20,9,Southport,England,PR9 7RL,Unit 6 Commerce Park
14265993,ALY STY LIMITED,['41202'],ltd,None,'None',2022-08-01,1,Southport,England,PR9 0EW,6 Seabank Road
14265993,ALY STY LIMITED,['41202'],ltd, None, 'None',2022-08-01,1,Southport,England,PR9 0EW,6 Seabank Road
14266654,ROWAKAN LIMITED,['70229'],ltd,None,'None',2022-08-01,1,Southport,England,PR8 2TG,Apartment 10 St. Wyburn  26 Westcliffe Road
14266654,ROWAKAN LIMITED,['70229'],ltd, None, 'None',2022-08-01,1,Southport,England,PR8 2TG,Apartment 10 St. Wyburn  26 Westcliffe Road
13491847,RKB INSTALLATIONS LIMITED,['43290'],ltd,16468,'2022-07-31',2021-07-04,2,Southport,England,PR9 9UA,6 Kirkham Road
13491847,RKB INSTALLATIONS LIMITED,['43290'],ltd, None, 'None',2021-07-04,2,Southport,England,PR9 9UA,6 Kirkham Road
09079076,HAPPY HALLOWEEN LIMITED,['99999'],ltd,1,'2023-06-30',2014-06-10,9,Southport,England,PR8 1RX,Pleasureland
09079076,HAPPY HALLOWEEN LIMITED,['99999'],ltd, 1, '2022-06-30',2014-06-10,9,Southport,England,PR8 1RX,Pleasureland
10597746,MIKE DOYLE ELECTRICAL SOLUTIONS LIMITED,['43210'],ltd,4812,'2023-02-28',2017-02-02,6,Southport,England,PR9 7BY,133 High Park Road
10597746,MIKE DOYLE ELECTRICAL SOLUTIONS LIMITED,['43210'],ltd, 731, '2022-02-28',2017-02-02,6,Southport,England,PR9 7BY,133 High Park Road
11829247,THINK OUTS LIMITED,['70229'],ltd,8332,'2022-02-28',2019-02-15,4,Southport,England,PR8 4PW,302b Liverpool Road Liverpool Road
11829247,THINK OUTS LIMITED,['70229'],ltd, 52996, '2021-02-28',2019-02-15,4,Southport,England,PR8 4PW,302b Liverpool Road Liverpool Road
12089863,DWERTA MIA LIMITED,['46230'],ltd,100,'2022-07-31',2019-07-06,4,Southport,England,PR8 3EB,272 Guildford Road
12089863,DWERTA MIA LIMITED,['46230'],ltd, None, '2021-07-31',2019-07-06,4,Southport,England,PR8 3EB,272 Guildford Road
13525654,THERMO INTERNATIONAL SERVICES UK LIMITED,['71129'],ltd,1000,'2022-07-31',2021-07-22,2,Southport,England,PR9 9YF,Unit 5a Slaidburn Industrial Estate
13525654,THERMO INTERNATIONAL SERVICES UK LIMITED,['71129'],ltd, None, 'None',2021-07-22,2,Southport,England,PR9 9YF,Unit 5a Slaidburn Industrial Estate
11301702,CARDBOARD COLLECTORS LTD,['38320'],ltd,16788,'2022-04-30',2018-04-10,5,Southport,England,PR8 1SE,5 Duke Street
11301702,CARDBOARD COLLECTORS LTD,['38320'],ltd, 12598, '2021-04-30',2018-04-10,5,Southport,England,PR8 1SE,5 Duke Street
10274647,VERTILL LIMITED,['69109'],ltd,None,'None',2016-07-12,7,Southport,England,PR8 5AB,Unit 13 Shakespeare Centre
10274647,VERTILL LIMITED,['69109'],ltd, None,'None',2016-07-12,7,Southport,England,PR8 5AB,Unit 13 Shakespeare Centre
12099807,RYAN2016 LIMITED,['49410'],ltd,1566,'2021-07-31',2019-07-12,4,Southport,England,PR9 0TU,23 Scarisbrick Street
12099807,RYAN2016 LIMITED,['49410'],ltd, 25, '2020-07-31',2019-07-12,4,Southport,England,PR9 0TU,23 Scarisbrick Street
12013795,OPULLA LTD,"['41100', '70229']",ltd,None,'None',2019-05-23,4,Southport,England,PR8 4NY,Apt 4 Liverpool Road
12013795,OPULLA LTD,"['41100', '70229']",ltd, None,'None',2019-05-23,4,Southport,England,PR8 4NY,Apt 4 Liverpool Road
08036744,L. D. D. H. LIMITED,['86230'],ltd,24332,'2023-04-30',2012-04-18,11,Southport,England,PR8 4PW,302b Liverpool Road
08036744,L. D. D. H. LIMITED,['86230'],ltd, 24571, '2022-04-30',2012-04-18,11,Southport,England,PR8 4PW,302b Liverpool Road
14254854,79TH LUXURY LIVING FIVE LTD,['96090'],ltd,None,'None',2022-07-25,1,Southport,England,PR8 4HQ,Southport Business Park
14254854,79TH LUXURY LIVING FIVE LTD,['96090'],ltd, None, 'None',2022-07-25,1,Southport,England,PR8 4HQ,Southport Business Park
10274955,VERTOST LIMITED,['69109'],ltd,None,'2022-07-31',2016-07-12,7,Southport,England,PR8 5AB,Unit 13 Shakespeare Street
10274955,VERTOST LIMITED,['69109'],ltd, None, '2022-07-31',2016-07-12,7,Southport,England,PR8 5AB,Unit 13 Shakespeare Street
13513222,CJM KING LTD,['41100'],ltd,1,'2023-07-31',2021-07-15,2,Southport,England,PR8 1LH,25 King Street
13513222,CJM KING LTD,['41100'],ltd, 1, '2022-07-31',2021-07-15,2,Southport,England,PR8 1LH,25 King Street
12787126,DAVID MACHELL ARCHITECTURE LTD,['71111'],ltd,4498,'2022-08-31',2020-08-02,3,Southport,England,PR8 1JR,Hesketh Mount  96 Lord Street
12787126,DAVID MACHELL ARCHITECTURE LTD,['71111'],ltd, 3051, '2021-08-31',2020-08-02,3,Southport,England,PR8 1JR,Hesketh Mount  96 Lord Street
13518617,DXD TRANSPORT LTD,['49410'],ltd,None,'2022-07-31',2021-07-19,2,Southport,England,PR8 6JP,54 Dodworth Avenue
13518617,DXD TRANSPORT LTD,['49410'],ltd, None, 'None',2021-07-19,2,Southport,England,PR8 6JP,54 Dodworth Avenue
14268026,NORTH WEST CORPORATE MAINTENANCE LTD,['98000'],ltd,None,'None',2022-08-01,1,Southport,England,PR9 0JS,Flat 4 Northfield  12 Park Road West
14268026,NORTH WEST CORPORATE MAINTENANCE LTD,['98000'],ltd, None, 'None',2022-08-01,1,Southport,England,PR9 0JS,Flat 4 Northfield  12 Park Road West
12148175,MIRANDA LETTINGS LIMITED,['68209'],ltd,None,'2023-03-31',2019-08-09,4,Southport,England,PR9 9LY,Crossens Way Business Park
12148175,MIRANDA LETTINGS LIMITED,['68209'],ltd, None, '2022-03-31',2019-08-09,4,Southport,England,PR9 9LY,Crossens Way Business Park
14249770,INFLATA TELFORD LIMITED,['93290'],ltd,None,'None',2022-07-21,1,Southport,England,PR8 1EQ,28a Princes Street
14249770,INFLATA TELFORD LIMITED,['93290'],ltd, None, 'None',2022-07-21,1,Southport,England,PR8 1EQ,28a Princes Street
12318448,SANDGROUNDER LTD,['56102'],ltd,38457,'2022-11-30',2019-11-18,4,Southport,England,PR8 1DQ,Williams & Co Accountants
12318448,SANDGROUNDER LTD,['56102'],ltd, 81346, '2021-11-30',2019-11-18,4,Southport,England,PR8 1DQ,Williams & Co Accountants
12299657,BIRKDALE ROOMS LTD,['96020'],ltd,1084,'2020-11-30',2019-11-05,4,Southport,England,PR8 4NZ,179 Liverpool Road
12299657,BIRKDALE ROOMS LTD,['96020'],ltd, None, 'None',2019-11-05,4,Southport,England,PR8 4NZ,179 Liverpool Road
14251652,JCP VALETING AND DETAILING LTD,['96090'],ltd,None,'None',2022-07-22,1,Southport,England,PR8 5ES,18 Warwick Street
14251652,JCP VALETING AND DETAILING LTD,['96090'],ltd, None, 'None',2022-07-22,1,Southport,England,PR8 5ES,18 Warwick Street
14257627,IONICA BEST COURIER LTD,['49410'],ltd,None,'None',2022-07-26,1,Southport,England,PR9 0NB,3 Alexandra Road
14257627,IONICA BEST COURIER LTD,['49410'],ltd, None, 'None',2022-07-26,1,Southport,England,PR9 0NB,3 Alexandra Road
14257626,MARINELA COURIER LTD,['49410'],ltd,None,'None',2022-07-26,1,Southport,England,PR9 0DA,30 Bath Street
14257626,MARINELA COURIER LTD,['49410'],ltd, None, 'None',2022-07-26,1,Southport,England,PR9 0DA,30 Bath Street
14257624,MIHAELA COURIER LTD,['49410'],ltd,None,'None',2022-07-26,1,Southport,England,PR9 0DA,30 Bath Street
14257624,MIHAELA COURIER LTD,['49410'],ltd, None, 'None',2022-07-26,1,Southport,England,PR9 0DA,30 Bath Street
14257628,CRISTINA COURIER LTD,['49410'],ltd,None,'None',2022-07-26,1,Southport,England,PR9 0DA,30 Bath Street
